,0
alpha,0.012739346194935556
alpha_se,0.0011465287916797848
alpha_pval,1.1062392941940535e-28
beta,0.45894267203063993
beta_se,0.04430374237940845
beta_pval,3.809051862128882e-25
R_squared,0.46369088366755484
N,196.0
F_stat_joint,75.13313737131932
F_pval_joint,6.886574200375726e-25
Correlation,0.6809485176337158
