horizon,end_date,n_obs,ql_har,ql_harx,delta_ql,delta_ql_e4
6m,1990-02-16,1466,0.00031696471288290026,0.0003461176809276292,2.9152968044728912e-05,0.2915296804472891
6m,1990-03-19,1487,0.00033380218506432884,0.0003643216668051406,3.051948174081175e-05,0.3051948174081175
6m,1990-04-19,1508,0.000346956493304367,0.00037786214281205306,3.090564950768604e-05,0.3090564950768604
6m,1990-05-21,1529,0.0003506361104602491,0.0003803096712479614,2.96735607877123e-05,0.296735607877123
6m,1990-06-20,1550,0.00034694415268465595,0.00037636252789463836,2.941837520998241e-05,0.2941837520998241
6m,1990-07-19,1571,0.00034358984627937236,0.0003726756426039103,2.9085796324537924e-05,0.2908579632453792
6m,1990-08-17,1592,0.0003410660957139814,0.0003697873415814394,2.872124586745801e-05,0.2872124586745801
6m,1990-09-18,1613,0.00033925591880924126,0.000367636158878019,2.8380240068777733e-05,0.28380240068777735
6m,1990-10-17,1634,0.0003374840461068985,0.000365397284691742,2.791323858484352e-05,0.2791323858484352
6m,1990-11-15,1655,0.0003361905351611142,0.0003636573160011092,2.746678083999501e-05,0.2746678083999501
6m,1990-12-14,1676,0.0003347236882559304,0.0003616916334905178,2.6967945234587353e-05,0.26967945234587354
6m,1991-01-18,1697,0.0003337170516189749,0.00036015880082118575,2.6441749202210836e-05,0.26441749202210835
6m,1991-02-18,1718,0.00033254716963168406,0.0003585193238915107,2.597215425982662e-05,0.2597215425982662
6m,1991-03-19,1739,0.00033126044100836264,0.00035687499805316195,2.5614557044799314e-05,0.25614557044799313
6m,1991-04-22,1760,0.00032993337599410475,0.0003552392456250154,2.5305869630910674e-05,0.25305869630910677
6m,1991-05-22,1781,0.0003284417239557742,0.00035337439726353,2.493267330775582e-05,0.2493267330775582
6m,1991-06-21,1802,0.0003276996511900205,0.0003522350611149749,2.4535409924954395e-05,0.24535409924954396
6m,1991-07-22,1823,0.0003270101478391594,0.00035114759892910244,2.4137451089943044e-05,0.24137451089943043
6m,1991-08-20,1844,0.0003267058093567646,0.000350433820191507,2.372801083474238e-05,0.23728010834742377
6m,1991-09-19,1865,0.00032677714205269425,0.00035017997452258274,2.340283246988849e-05,0.2340283246988849
6m,1991-10-18,1886,0.00032675969341259956,0.00034978921386736895,2.3029520454769382e-05,0.2302952045476938
6m,1991-11-18,1907,0.00032642492231257247,0.00034903429261027305,2.2609370297700584e-05,0.22609370297700584
6m,1991-12-17,1928,0.0003257088535124102,0.00034782652896105207,2.2117675448641888e-05,0.22117675448641888
6m,1992-01-20,1949,0.0003244262888325013,0.00034600458471550476,2.1578295883003444e-05,0.21578295883003445
6m,1992-02-18,1970,0.0003223698249266052,0.00034343546426628466,2.1065639339679467e-05,0.21065639339679468
6m,1992-03-18,1991,0.0003201227784387031,0.0003407160824109999,2.0593303972296834e-05,0.20593303972296834
6m,1992-04-16,2012,0.00031791418684063604,0.00033812115406970636,2.0206967229070318e-05,0.20206967229070316
6m,1992-05-20,2033,0.0003158115633302755,0.0003357187590039272,1.9907195673651704e-05,0.19907195673651704
6m,1992-06-19,2054,0.00031357623068715485,0.00033314414199670965,1.9567911309554794e-05,0.19567911309554795
6m,1992-07-20,2075,0.0003117770284251076,0.00033110943991233687,1.933241148722927e-05,0.1933241148722927
6m,1992-08-18,2096,0.0003108958776424969,0.0003301319615785465,1.9236083936049575e-05,0.19236083936049575
6m,1992-09-17,2117,0.0003101864626516445,0.0003292738686127306,1.9087405961086133e-05,0.19087405961086135
6m,1992-10-16,2138,0.0003098947232533351,0.0003287740390367912,1.88793157834561e-05,0.188793157834561
6m,1992-11-16,2159,0.00031026294347339187,0.0003290058453763111,1.8742901902919242e-05,0.18742901902919243
6m,1992-12-15,2180,0.0003106399701398488,0.0003291356834215324,1.84957132816836e-05,0.184957132816836
6m,1993-01-18,2201,0.000311082775024195,0.000329314766758301,1.823199173410598e-05,0.1823199173410598
6m,1993-02-16,2222,0.0003115579140040026,0.0003294872509075716,1.7929336903568978e-05,0.17929336903568976
6m,1993-03-17,2243,0.00031187445956716564,0.0003295034411911176,1.7628981623951938e-05,0.1762898162395194
6m,1993-04-19,2264,0.000311739621857486,0.0003290326164298134,1.7292994572327405e-05,0.17292994572327405
6m,1993-05-19,2285,0.0003112062056874069,0.0003280207787576952,1.6814573070288304e-05,0.16814573070288305
6m,1993-06-18,2306,0.0003102429034460669,0.0003264000271360149,1.615712368994803e-05,0.16157123689948028
6m,1993-07-19,2327,0.00030924027212105444,0.00032491911291603916,1.5678840794984723e-05,0.15678840794984722
6m,1993-08-17,2348,0.00030799563384591264,0.00032325877828156044,1.52631444356478e-05,0.15263144435647802
6m,1993-09-16,2369,0.0003068961214096734,0.0003217101488353274,1.4814027425654017e-05,0.14814027425654017
6m,1993-10-15,2390,0.0003058535186587175,0.00032028513860653056,1.4431619947813054e-05,0.14431619947813054
6m,1993-11-15,2411,0.00030465719772621263,0.00031878787466770383,1.41306769414912e-05,0.141306769414912
6m,1993-12-14,2432,0.00030287980380989824,0.0003166686923490481,1.3788888539149847e-05,0.13788888539149846
6m,1994-01-17,2453,0.00030131499162470624,0.0003147990900692665,1.3484098444560251e-05,0.13484098444560252
6m,1994-02-15,2474,0.00029951566733123935,0.0003127231561503702,1.320748881913084e-05,0.13207488819130841
6m,1994-03-16,2495,0.0002974513635689899,0.0003104392445751823,1.2987881006192373e-05,0.12987881006192373
6m,1994-04-18,2516,0.0002957199676841538,0.000308431045856243,1.2711078172089238e-05,0.12711078172089238
6m,1994-05-18,2537,0.0002941187959306683,0.00030650570113667855,1.2386905206010273e-05,0.12386905206010274
6m,1994-06-17,2558,0.00029380315586669626,0.00030592861074062985,1.2125454873933587e-05,0.12125454873933587
6m,1994-07-18,2579,0.0002931962308065848,0.00030504816765093327,1.1851936844348469e-05,0.1185193684434847
6m,1994-08-16,2600,0.00029296626135230777,0.0003044804924641859,1.1514231111878128e-05,0.11514231111878129
6m,1994-09-15,2621,0.0002928086442511156,0.00030393250440372113,1.1123860152605536e-05,0.11123860152605536
6m,1994-10-17,2642,0.0002930671859454806,0.0003037657567905794,1.069857084509885e-05,0.1069857084509885
6m,1994-11-15,2663,0.0002931061792977649,0.0003032679577249664,1.0161778427201509e-05,0.1016177842720151
6m,1994-12-14,2684,0.0002931205926644009,0.00030266115228246856,9.540559618067645e-06,0.09540559618067646
6m,1995-01-18,2705,0.00029399784516993095,0.0003029740959836164,8.976250813685471e-06,0.08976250813685471
6m,1995-02-16,2726,0.0002945161267209424,0.00030299817707810404,8.482050357161615e-06,0.08482050357161615
6m,1995-03-17,2747,0.0002949141490003922,0.00030299146834402606,8.077319343633837e-06,0.08077319343633836
6m,1995-04-19,2768,0.00029532837404877576,0.00030309338422570057,7.765010176924805e-06,0.07765010176924805
6m,1995-05-19,2789,0.0002958091427463953,0.0003034041624840372,7.595019737641911e-06,0.07595019737641912
6m,1995-06-20,2810,0.00029639938813928556,0.0003038668846514457,7.46749651216015e-06,0.0746749651216015
6m,1995-07-19,2831,0.0002968309683083694,0.0003041739636718064,7.3429953634369894e-06,0.0734299536343699
6m,1995-08-17,2852,0.00029751337942073366,0.00030485858253464045,7.345203113906789e-06,0.07345203113906788
6m,1995-09-18,2873,0.0002982186030580686,0.00030564206096188806,7.4234579038194625e-06,0.07423457903819462
6m,1995-10-17,2894,0.00029876950404000044,0.0003063025609046069,7.533056864606445e-06,0.07533056864606445
