horizon,end_date,n_obs,ql_har,ql_harx,delta_ql,delta_ql_e4
6m,1995-11-15,2915,0.00029884783823197757,0.0003065354692244916,7.687630992514027e-06,0.07687630992514027
6m,1995-12-14,2936,0.00029856082436866785,0.0003063980283133492,7.83720394468136e-06,0.0783720394468136
6m,1996-01-17,2957,0.00029827831982162396,0.0003062285835285881,7.950263706964146e-06,0.07950263706964146
6m,1996-02-15,2978,0.0002975900237411568,0.0003056422902580975,8.052266516940716e-06,0.08052266516940716
6m,1996-03-15,2999,0.00029663169114368975,0.0003047276774891595,8.095986345469774e-06,0.08095986345469774
6m,1996-04-17,3020,0.00029623372160271944,0.0003043289192183194,8.095197615599946e-06,0.08095197615599946
6m,1996-05-17,3041,0.0002962331153761408,0.000304317761156111,8.084645779970188e-06,0.08084645779970188
6m,1996-06-18,3062,0.00029650985286594494,0.00030458169475722056,8.071841891275618e-06,0.08071841891275618
6m,1996-07-17,3083,0.0002968753456415929,0.000304932631882498,8.057286240905064e-06,0.08057286240905064
6m,1996-08-15,3104,0.0002974062685320429,0.00030539808203918406,7.991813507141152e-06,0.07991813507141152
6m,1996-09-16,3125,0.00029790031522223246,0.00030584325040337445,7.942935181141984e-06,0.07942935181141984
6m,1996-10-15,3146,0.0002980217473335253,0.0003059235522199498,7.901804886424537e-06,0.07901804886424536
6m,1996-11-13,3167,0.00029802026528986703,0.0003058669164585348,7.846651168667753e-06,0.07846651168667754
6m,1996-12-12,3188,0.0002980319464427805,0.0003058465590456219,7.814612602841369e-06,0.0781461260284137
6m,1997-01-15,3209,0.0002979008174409792,0.000305713689999484,7.812872558504778e-06,0.07812872558504778
6m,1997-02-13,3230,0.00029768861979101755,0.0003054615844309558,7.77296463993826e-06,0.0777296463993826
6m,1997-03-14,3251,0.00029737109531276543,0.00030506157950859505,7.69048419582962e-06,0.0769048419582962
6m,1997-04-16,3272,0.0002972880083651623,0.00030481497757957506,7.52696921441277e-06,0.0752696921441277
6m,1997-05-16,3293,0.00029720608473431885,0.0003044556993757834,7.24961464146454e-06,0.0724961464146454
6m,1997-06-17,3314,0.00029716440818852453,0.0003039839104824539,6.819502293929354e-06,0.06819502293929354
6m,1997-07-16,3335,0.0002975666363369951,0.0003038319716768034,6.265335339808258e-06,0.06265335339808258
6m,1997-08-14,3356,0.00029800886876332083,0.0003036339823992101,5.62511363588926e-06,0.0562511363588926
6m,1997-09-15,3377,0.00029873897115826356,0.00030364336846103234,4.9043973027687745e-06,0.049043973027687746
6m,1997-10-14,3398,0.00029934378226423536,0.000303476495237724,4.132712973488632e-06,0.04132712973488632
6m,1997-11-12,3419,0.00029992157735023823,0.00030323641463549295,3.314837285254722e-06,0.03314837285254722
6m,1997-12-11,3440,0.00030033384765537575,0.0003028474109532939,2.5135632979181245e-06,0.025135632979181245
6m,1998-01-15,3461,0.0003008111811964441,0.00030253919625261615,1.7280150561720694e-06,0.017280150561720695
6m,1998-02-13,3482,0.0003013845987901392,0.0003023785603859999,9.939615958606861e-07,0.009939615958606861
6m,1998-03-16,3503,0.00030187653780346785,0.00030230241992897924,4.258821255113867e-07,0.004258821255113867
6m,1998-04-16,3524,0.0003024105065412053,0.00030243708348020167,2.6576938996390135e-08,0.00026576938996390135
6m,1998-05-18,3545,0.0003031813400835935,0.0003029394869539678,-2.4185312962570057e-07,-0.0024185312962570057
6m,1998-06-17,3566,0.0003037328535004557,0.0003035043831716193,-2.284703288364361e-07,-0.002284703288364361
6m,1998-07-16,3587,0.0003042073631247063,0.00030418842592879163,-1.893719591469084e-08,-0.0001893719591469084
6m,1998-08-14,3608,0.00030422096442787535,0.0003045423068494465,3.2134242157114525e-07,0.0032134242157114525
6m,1998-09-15,3629,0.00030405131364438873,0.00030441930097839954,3.679873340108053e-07,0.003679873340108053
6m,1998-10-14,3650,0.0003037832333443127,0.0003041456057844993,3.623724401866091e-07,0.003623724401866091
6m,1998-11-12,3671,0.0003031628602079846,0.0003035219688058533,3.591085978687223e-07,0.003591085978687223
6m,1998-12-11,3692,0.00030173136122676634,0.0003020867370628184,3.553758360520646e-07,0.003553758360520646
6m,1999-01-15,3713,0.00030037854633225983,0.00030075370342669874,3.751570944389069e-07,0.0037515709443890688
6m,1999-02-15,3734,0.0002996750556254878,0.00029968907952181373,1.4023896325948085e-08,0.00014023896325948085
6m,1999-03-16,3755,0.00029813840949949674,0.0002981481185562726,9.709056775838044e-09,9.709056775838044e-05
6m,1999-04-16,3776,0.0002995426451956641,0.0002985185660070457,-1.0240791886184132e-06,-0.010240791886184132
6m,1999-05-18,3797,0.00029810514029829637,0.0002972520256796764,-8.531146186199746e-07,-0.008531146186199746
6m,1999-06-17,3818,0.00029722197955598046,0.00029627557016690146,-9.464093890789935e-07,-0.009464093890789935
6m,1999-07-16,3839,0.00029646847995128003,0.00029563338998947746,-8.350899618025757e-07,-0.008350899618025757
6m,1999-08-16,3860,0.0002951413780227143,0.00029445741739125896,-6.839606314553706e-07,-0.006839606314553706
6m,1999-09-14,3881,0.00029388859203722937,0.0002933444215925841,-5.441704446452686e-07,-0.005441704446452686
6m,1999-10-13,3902,0.00029252772249660925,0.0002920238623442311,-5.038601523781484e-07,-0.005038601523781484
6m,1999-11-11,3923,0.00029113150412868755,0.00029073295256469117,-3.9855156399638565e-07,-0.0039855156399638565
6m,1999-12-10,3944,0.0002900010651811491,0.0002896913515324522,-3.09713648696927e-07,-0.00309713648696927
6m,2000-01-14,3965,0.00028887434339819177,0.00028867264933071633,-2.0169406747544286e-07,-0.0020169406747544286
6m,2000-02-14,3986,0.00028757098260319435,0.00028727682884681404,-2.9415375638031614e-07,-0.0029415375638031614
6m,2000-03-14,4007,0.0002873009959919977,0.00028644144585543007,-8.595501365676211e-07,-0.00859550136567621
6m,2000-04-12,4028,0.00028698077776891144,0.00028614895499361393,-8.318227752975114e-07,-0.008318227752975114
6m,2000-05-16,4049,0.0002865914062880579,0.0002857288803093921,-8.625259786657524e-07,-0.008625259786657524
6m,2000-06-15,4070,0.000286035846350639,0.00028517639335214973,-8.594529984892784e-07,-0.008594529984892784
6m,2000-07-14,4091,0.0002855549659357552,0.00028467191315373016,-8.830527820250325e-07,-0.008830527820250324
6m,2000-08-14,4112,0.00028474133903755994,0.00028381258172097514,-9.287573165847975e-07,-0.009287573165847975
6m,2000-09-13,4133,0.0002839254638597764,0.0002825645867797545,-1.3608770800218922e-06,-0.013608770800218922
6m,2000-10-12,4154,0.00028286286629162127,0.00028154959723696656,-1.3132690546547145e-06,-0.013132690546547145
6m,2000-11-10,4175,0.0002845931469809537,0.00028245592717551207,-2.1372198054416263e-06,-0.02137219805441626
6m,2000-12-11,4196,0.0002957232730955879,0.0002902988260011604,-5.424447094427474e-06,-0.05424447094427474
6m,2001-01-12,4217,0.00030822653991827425,0.00030097953407671806,-7.247005841556182e-06,-0.07247005841556182
6m,2001-02-12,4238,0.00030842464949622467,0.0003029754650002025,-5.4491844960221736e-06,-0.05449184496022173
6m,2001-03-13,4259,0.0003070886712752557,0.00030199528783525904,-5.093383439996673e-06,-0.05093383439996673
6m,2001-04-11,4280,0.0003058993800322552,0.0003007299927413978,-5.169387290857442e-06,-0.051693872908574426
6m,2001-05-15,4301,0.0003047652293370304,0.0002996274254155492,-5.137803921481199e-06,-0.05137803921481199
6m,2001-06-13,4322,0.00030345732303730977,0.000298324786108489,-5.132536928820772e-06,-0.05132536928820772
6m,2001-07-12,4343,0.000302261957509575,0.0002970525586572953,-5.209398852279706e-06,-0.052093988522797056
6m,2001-08-10,4364,0.000300958162803473,0.0002957887815216097,-5.169381281863305e-06,-0.05169381281863305
6m,2001-09-11,4385,0.0002997009080223452,0.00029450513893790364,-5.195769084441579e-06,-0.05195769084441579
6m,2001-10-10,4406,0.0002986616329147825,0.000293437894436883,-5.223738477899546e-06,-0.052237384778995456
6m,2001-11-08,4427,0.00029781911686020495,0.0002925625787326229,-5.256538127582024e-06,-0.052565381275820236
6m,2001-12-07,4448,0.00029741770741151334,0.0002921291004573048,-5.2886069542085125e-06,-0.05288606954208513
6m,2002-01-14,4469,0.0002971667975787419,0.00029185664345450735,-5.310154124234549e-06,-0.05310154124234549
6m,2002-02-12,4490,0.00029700345886058023,0.00029164689873270084,-5.356560127879389e-06,-0.053565601278793895
6m,2002-03-13,4511,0.00029672956204357094,0.0002913519701020663,-5.377591941504642e-06,-0.05377591941504642
6m,2002-04-15,4532,0.0002965094174317585,0.0002910924854659484,-5.416931965810138e-06,-0.054169319658101386
6m,2002-05-14,4553,0.0002958639792365852,0.0002903753783487173,-5.488600887867891e-06,-0.05488600887867891
6m,2002-06-12,4574,0.00029494081113681504,0.00029015073515842966,-4.7900759783853805e-06,-0.0479007597838538
6m,2002-07-11,4595,0.00029377272400858093,0.00029262256096424265,-1.1501630443382853e-06,-0.011501630443382854
6m,2002-08-09,4616,0.0002927282196063233,0.0002933426116115718,6.14392005248484e-07,0.00614392005248484
6m,2002-09-09,4637,0.00029284745396839526,0.0002984316127063804,5.584158737985151e-06,0.055841587379851516
6m,2002-10-08,4658,0.0002973570649425313,0.00030892362816398807,1.1566563221456741e-05,0.11566563221456741
6m,2002-11-06,4679,0.00029739754286401885,0.0003106117699265088,1.3214227062489957e-05,0.13214227062489958
6m,2002-12-05,4700,0.0002971237129625856,0.0003114145562869383,1.4290843324352707e-05,0.14290843324352706
6m,2003-01-08,4721,0.00029904699457307784,0.00031285257207030196,1.3805577497224121e-05,0.13805577497224122
6m,2003-02-06,4742,0.00030236066282317243,0.0003152917703752649,1.2931107552092492e-05,0.1293110755209249
6m,2003-03-07,4763,0.0003029721015352175,0.0003152288091582934,1.2256707623075898e-05,0.12256707623075898
6m,2003-04-07,4784,0.00030273839756081656,0.0003150193696705395,1.2280972109722944e-05,0.12280972109722943
6m,2003-05-08,4805,0.0003057302976922607,0.00031888230024501184,1.315200255275114e-05,0.1315200255275114
6m,2003-06-06,4826,0.000305339744590345,0.0003192050221861598,1.3865277595814774e-05,0.13865277595814773
6m,2003-07-07,4847,0.00030426576704001827,0.0003180453180977956,1.3779551057777322e-05,0.13779551057777323
6m,2003-08-05,4868,0.00030486741677468855,0.0003186916504100041,1.382423363531553e-05,0.1382423363531553
6m,2003-09-03,4889,0.00030875435390252204,0.0003225577198649503,1.380336596242828e-05,0.1380336596242828
6m,2003-10-02,4910,0.0003098793762010937,0.00032329169550857843,1.3412319307484722e-05,0.1341231930748472
6m,2003-10-31,4931,0.0003087635978299314,0.00032221205364216395,1.3448455812232574e-05,0.13448455812232574
6m,2003-12-01,4952,0.0003079968197345271,0.0003211424780524066,1.3145658317879482e-05,0.13145658317879483
6m,2004-01-02,4973,0.00030692881977564774,0.0003200799283512951,1.315110857564737e-05,0.13151108575647372
6m,2004-02-02,4994,0.00030605410541281286,0.0003192183092224431,1.3164203809630222e-05,0.13164203809630223
6m,2004-03-02,5015,0.0003051495580153522,0.00031830508368682283,1.3155525671470646e-05,0.13155525671470644
6m,2004-03-31,5036,0.0003041584589716599,0.00031727573772667776,1.3117278755017865e-05,0.13117278755017864
6m,2004-05-04,5057,0.0003032997085069966,0.0003163761790181707,1.3076470511174125e-05,0.13076470511174124
6m,2004-06-03,5078,0.00030300687238942457,0.0003161336096479431,1.3126737258518527e-05,0.13126737258518525
6m,2004-07-02,5099,0.0003022570058922227,0.00031538608759589545,1.312908170367276e-05,0.1312908170367276
6m,2004-08-02,5120,0.00030152510981097945,0.00031465524094805974,1.3130131137080285e-05,0.13130131137080284
6m,2004-09-01,5141,0.0003012165348901628,0.00031439336875983343,1.317683386967063e-05,0.13176833869670632
6m,2004-09-30,5162,0.0003009903535376914,0.00031418447671005485,1.3194123172363432e-05,0.1319412317236343
6m,2004-10-29,5183,0.0003005517238860587,0.0003137214983520607,1.3169774466002013e-05,0.13169774466002013
6m,2004-11-29,5204,0.00030065767788602327,0.0003138345851562761,1.3176907270252846e-05,0.13176907270252847
6m,2004-12-28,5225,0.0003006071490226486,0.0003137597244743129,1.3152575451664292e-05,0.13152575451664292
6m,2005-01-26,5246,0.000300158305142137,0.0003132543851343915,1.3096079992254504e-05,0.13096079992254503
6m,2005-02-24,5267,0.00029987709939948597,0.00031292905786639975,1.3051958466913781e-05,0.13051958466913782
6m,2005-03-29,5288,0.00029967247696811134,0.0003126957927273438,1.3023315759232482e-05,0.13023315759232482
6m,2005-04-27,5309,0.0002997022364212707,0.000312701222318757,1.299898589748633e-05,0.12998985897486331
6m,2005-05-26,5330,0.00029945637440671557,0.00031239253001258453,1.2936155605868969e-05,0.12936155605868968
6m,2005-06-27,5351,0.00029912270196455145,0.0003119920417359119,1.2869339771360449e-05,0.1286933977136045
6m,2005-07-26,5372,0.00029885095848732903,0.0003116539587469718,1.2803000259642764e-05,0.12803000259642763
6m,2005-08-24,5393,0.00029862736226338236,0.0003113765799591101,1.274921769572776e-05,0.1274921769572776
6m,2005-09-23,5414,0.0002984848233456023,0.00031118575208700526,1.270092874140294e-05,0.1270092874140294
6m,2005-10-24,5435,0.00029840816143243616,0.0003110583721121978,1.2650210679761623e-05,0.12650210679761623
6m,2005-11-22,5456,0.000298276122915142,0.0003108732035714158,1.2597080656273803e-05,0.125970806562738
6m,2005-12-21,5477,0.00029825890126560065,0.00031080159397403834,1.2542692708437692e-05,0.12542692708437692
6m,2006-01-23,5498,0.00029807032557093924,0.00031056021356999744,1.2489887999058205e-05,0.12489887999058205
6m,2006-02-21,5519,0.0002979155578294968,0.0003103557257953833,1.2440167965886543e-05,0.12440167965886544
6m,2006-03-22,5540,0.00029770500915813746,0.0003100973645455797,1.2392355387442252e-05,0.12392355387442253
6m,2006-04-24,5561,0.00029740279156670075,0.00030974785611682985,1.2345064550129108e-05,0.12345064550129109
6m,2006-05-24,5582,0.00029705826839257195,0.00030935445582052566,1.229618742795371e-05,0.1229618742795371
6m,2006-06-23,5603,0.00029680612949920806,0.0003090569992167981,1.2250869717590047e-05,0.12250869717590046
6m,2006-07-24,5624,0.0002969166909577857,0.0003091230145068111,1.2206323549025365e-05,0.12206323549025365
6m,2006-08-22,5645,0.00029714136801250297,0.0003093022743845874,1.216090637208442e-05,0.12160906372084421
6m,2006-09-21,5666,0.0002970672531513678,0.0003091823832848115,1.2115130133443723e-05,0.12115130133443723
6m,2006-10-20,5687,0.00029702964703376384,0.00030909757772525087,1.2067930691487031e-05,0.1206793069148703
6m,2006-11-20,5708,0.0002968283877762119,0.00030884609823303666,1.2017710456824736e-05,0.12017710456824736
6m,2006-12-19,5729,0.00029650088332397397,0.00030846049811151627,1.1959614787542298e-05,0.11959614787542298
6m,2007-01-22,5750,0.000296207481245827,0.0003081122927438196,1.1904811497992637e-05,0.11904811497992637
6m,2007-02-20,5771,0.00029582114463245894,0.00030768514809359135,1.1864003461132416e-05,0.11864003461132416
6m,2007-03-21,5792,0.0002954077271812408,0.0003072399806627303,1.1832253481489465e-05,0.11832253481489464
6m,2007-04-23,5813,0.00029508169097151464,0.0003068872154333974,1.1805524461882763e-05,0.11805524461882763
6m,2007-05-23,5834,0.0002949481102387101,0.0003067276252784096,1.1779515039699485e-05,0.11779515039699484
6m,2007-06-22,5855,0.0002948654891866149,0.0003066171163407388,1.1751627154123938e-05,0.11751627154123938
6m,2007-07-23,5876,0.0002947708171262752,0.00030649113104728673,1.172031392101153e-05,0.1172031392101153
6m,2007-08-21,5897,0.000294875147648677,0.00030655548864162014,1.1680340992943161e-05,0.11680340992943161
6m,2007-09-20,5918,0.000294783870780826,0.0003064181761712402,1.1634305390414241e-05,0.11634305390414242
6m,2007-10-19,5939,0.0002943639058826103,0.0003059432079714856,1.1579302088875296e-05,0.11579302088875296
6m,2007-11-19,5960,0.00029366216838639086,0.00030517007067909355,1.1507902292702695e-05,0.11507902292702694
6m,2007-12-18,5981,0.0002927784599869355,0.00030418668872131025,1.1408228734374726e-05,0.11408228734374726
6m,2008-01-21,6002,0.0002919329689563919,0.0003032120791554329,1.1279110199040971e-05,0.11279110199040972
6m,2008-02-19,6023,0.0002916598272279835,0.0003039540825043158,1.2294255276332341e-05,0.12294255276332341
6m,2008-03-19,6044,0.00029081905015630613,0.00030311916202297085,1.2300111866664722e-05,0.12300111866664723
6m,2008-04-21,6065,0.00029039536004217667,0.0003025987023138603,1.2203342271683616e-05,0.12203342271683616
6m,2008-05-21,6086,0.0002897211397700574,0.0003018510667517256,1.2129926981668175e-05,0.12129926981668175
6m,2008-06-20,6107,0.00028920389578436756,0.00030133128669242057,1.2127390908053012e-05,0.12127390908053012
6m,2008-07-21,6128,0.00029263238660920426,0.00030416643650511154,1.1534049895907286e-05,0.11534049895907286
6m,2008-08-19,6149,0.00029418687155638104,0.00030582873449963084,1.1641862943249795e-05,0.11641862943249795
6m,2008-09-18,6170,0.0002956407275703502,0.00030758793829995066,1.1947210729600435e-05,0.11947210729600435
6m,2008-10-17,6191,0.0002955252795659886,0.00030772651232542126,1.2201232759432646e-05,0.12201232759432645
6m,2008-11-17,6212,0.0002947318698825861,0.00030688315386786776,1.2151283985281647e-05,0.12151283985281647
6m,2008-12-16,6233,0.00029411094139227955,0.0003061757563198127,1.2064814927533168e-05,0.12064814927533168
6m,2009-01-19,6254,0.000293700934097559,0.0003056292210047745,1.1928286907215513e-05,0.11928286907215513
6m,2009-02-17,6275,0.00029325908862278503,0.0003050819252365361,1.1822836613751078e-05,0.11822836613751078
6m,2009-03-18,6296,0.0002928129327756943,0.0003045614525010466,1.1748519725352283e-05,0.11748519725352283
6m,2009-04-20,6317,0.00029236943597601213,0.00030406155195752065,1.1692115981508518e-05,0.11692115981508519
6m,2009-05-20,6338,0.00029198862764036294,0.0003036568901571347,1.1668262516771773e-05,0.11668262516771773
6m,2009-06-19,6359,0.0002917791880359516,0.00030342559824372974,1.1646410207778149e-05,0.11646410207778149
6m,2009-07-20,6380,0.00029174700357724025,0.00030337549005765346,1.1628486480413209e-05,0.11628486480413208
6m,2009-08-18,6401,0.0002918623700889532,0.00030346405802310957,1.160168793415639e-05,0.1160168793415639
6m,2009-09-17,6422,0.0002920480107671773,0.0003036107903346255,1.1562779567448201e-05,0.11562779567448202
6m,2009-10-16,6443,0.00029231905847095326,0.0003038326769514989,1.1513618480545637e-05,0.11513618480545637
6m,2009-11-16,6464,0.00029263441828590787,0.00030406830400474277,1.1433885718834902e-05,0.11433885718834902
6m,2009-12-15,6485,0.00029289281402809596,0.00030418634084837726,1.1293526820281303e-05,0.11293526820281302
6m,2010-01-18,6506,0.00029299023648844913,0.0003040668547003963,1.1076618211947184e-05,0.11076618211947184
6m,2010-02-16,6527,0.00029291735097322353,0.0003037804320590064,1.0863081085782844e-05,0.10863081085782844
6m,2010-03-17,6548,0.00029284055759231335,0.0003035364148631844,1.0695857270871063e-05,0.10695857270871063
6m,2010-04-19,6569,0.0002927162519800189,0.00030328319370005003,1.0566941720031159e-05,0.10566941720031159
6m,2010-05-19,6590,0.00029250183777121316,0.0003029940457048506,1.0492207933637452e-05,0.10492207933637451
6m,2010-06-18,6611,0.0002922662195450582,0.0003027485592197871,1.0482339674728908e-05,0.10482339674728908
6m,2010-07-19,6632,0.000292028961909552,0.0003025511866724734,1.0522224762921388e-05,0.10522224762921388
6m,2010-08-17,6653,0.00029200443386373515,0.00030263491750225205,1.0630483638516901e-05,0.10630483638516901
6m,2010-09-16,6674,0.00029177919187341493,0.00030249691950257204,1.0717727629157108e-05,0.10717727629157107
6m,2010-10-15,6695,0.00029148091556985034,0.0003023055744935587,1.0824658923708338e-05,0.10824658923708338
6m,2010-11-15,6716,0.0002911453365096894,0.0003020683962132003,1.0923059703510883e-05,0.10923059703510883
6m,2010-12-14,6737,0.00029083172790283834,0.00030182709567171513,1.0995367768876793e-05,0.10995367768876793
6m,2011-01-17,6758,0.0002906029659689819,0.0003016192063903457,1.1016240421363838e-05,0.11016240421363839
6m,2011-02-15,6779,0.0002904826332268487,0.00030150136656021857,1.101873333336984e-05,0.1101873333336984
6m,2011-03-16,6800,0.0002904065394064053,0.0003014023144420725,1.0995775035667235e-05,0.10995775035667235
6m,2011-04-14,6821,0.00029063360490139535,0.00030162726616131034,1.0993661259914983e-05,0.10993661259914983
6m,2011-05-18,6842,0.000290784258594244,0.000301754321181113,1.0970062586869022e-05,0.10970062586869021
6m,2011-06-16,6863,0.00029078590993645973,0.00030171083721939365,1.0924927282933916e-05,0.10924927282933916
6m,2011-07-15,6884,0.0002905231458209726,0.0003013978057770384,1.0874659956065834e-05,0.10874659956065834
6m,2011-08-15,6905,0.00029005810139594946,0.0003008994270854935,1.084132568954406e-05,0.1084132568954406
6m,2011-09-14,6926,0.0002893537852805996,0.0003001514222322713,1.0797636951671689e-05,0.1079763695167169
6m,2011-10-13,6947,0.00028852575949635327,0.0002992836181291339,1.0757858632780618e-05,0.10757858632780617
6m,2011-11-11,6968,0.00028774909104672074,0.00029845330532851633,1.0704214281795593e-05,0.10704214281795593
6m,2011-12-12,6989,0.00028719370236325923,0.00029774971591286093,1.0556013549601706e-05,0.10556013549601706
6m,2012-01-13,7010,0.00028679206156024086,0.0002973738527168241,1.0581791156583239e-05,0.10581791156583238
6m,2012-02-13,7031,0.00028667305723604754,0.00029729464380675983,1.0621586570712296e-05,0.10621586570712296
6m,2012-03-13,7052,0.00028656199439785124,0.0002971820157201229,1.062002132227167e-05,0.1062002132227167
6m,2012-04-13,7073,0.0002864791335463538,0.0002970810659992086,1.0601932452854786e-05,0.10601932452854787
