,0
alpha,0.0022353927796209985
alpha_se,0.0005893189928298702
alpha_pval,0.00014873050347481248
beta,0.8355263236805986
beta_se,0.02471466752707089
beta_pval,1.5615188298509712e-250
R_squared,0.8474971011103601
N,175.0
F_stat_joint,140.8954537769527
F_pval_joint,4.90082865403846e-37
Correlation,0.9205960575140221
