Date,actual,q05,q25,q50,q75,q95
1984-04-30,0.0148176059238491,0.011287012680437757,0.01310377909915076,0.015823825367331346,0.01908315446692827,0.02568244663456756
1984-05-01,0.0148822151075296,0.011033148653635912,0.012820185401210712,0.015462195701071248,0.01879007304277601,0.02519520089285121
1984-05-02,0.0146469890398649,0.011575158251730874,0.013409478675277486,0.01624961618108668,0.01971075824723089,0.026678322294465102
1984-05-03,0.0146915145132659,0.011455381773060108,0.013355394691092877,0.01611740394147355,0.01941696444352125,0.02612887947448312
1984-05-04,0.0147984704139271,0.011199519920772196,0.012968412633939736,0.015659524630978937,0.018810290625444693,0.02531339502821648
1984-05-08,0.0147078808684849,0.011277638997578485,0.013039507422842649,0.0157455382981813,0.01893263553313043,0.02541064171073836
1984-05-09,0.0148754389597949,0.01098498031633154,0.012583014599903922,0.015210948272980886,0.018223272230764004,0.024472192580331585
1984-05-10,0.0146848078673406,0.010983142903568924,0.012577908101461865,0.015220658805654848,0.01841888864848819,0.024743502525175064
1984-05-11,0.0146381078962904,0.011260257885935855,0.012921467612664852,0.01564966785301678,0.018875668591281605,0.025412965342140187
1984-05-14,0.0143733348151853,0.011671387759173812,0.013451237340638331,0.01629773859695083,0.01952162207560224,0.026345217137698607
1984-05-15,0.014260425891445,0.011639606701637096,0.013522329791279208,0.016285778202932328,0.01940416750651949,0.026156625948909887
1984-05-16,0.0142377320252389,0.011708612414061497,0.013597478333017362,0.01637347650084529,0.019421907258856383,0.02620148755956985
1984-05-17,0.0143887541157304,0.011574637313668116,0.013442492535393395,0.016178077187354985,0.019235918680208255,0.025920520093083644
1984-05-18,0.0145029954348221,0.011350667567174729,0.013194608226815174,0.01586720906525528,0.01899328845397314,0.025533258252950858
1984-05-21,0.0142985632816923,0.0118090480429499,0.013770469587512164,0.01661581763592449,0.020031071973054274,0.02699321054912565
1984-05-22,0.0145452861169816,0.011588850331298615,0.013632439590038747,0.016358437031355783,0.019651326817089566,0.02638498261509837
1984-05-23,0.0145545030489309,0.011671990282111161,0.013721428574424738,0.01648081954392311,0.019823812317676437,0.02663947679711134
1984-05-24,0.0147159453342763,0.011648918980076537,0.01366046735753908,0.01641591475956473,0.019684300464413038,0.02647434856088977
1984-05-25,0.0148292760530934,0.011422823115709385,0.013325164614859669,0.01601474436951213,0.01911447050210804,0.02571541182193863
1984-05-29,0.0148311084622444,0.011333416005324268,0.013251469936303769,0.015925244683585877,0.01926461861784161,0.025864700136650924
1984-05-30,0.0148461491505892,0.011494096454352034,0.013446249686396362,0.01612510163947915,0.019454380360218956,0.026181677608018802
1984-05-31,0.0148062763170394,0.011419699789206096,0.013383266700825664,0.016022860535602,0.01935900398074035,0.02601195568846515
1984-06-01,0.0144891736414553,0.01196474092425151,0.014064591652467665,0.01691706410628873,0.020406845350208803,0.027531970559708838
1984-06-04,0.0145476904343726,0.011936627191002244,0.014074976066792278,0.01685345746553555,0.020172211889801894,0.02716051800886974
1984-06-05,0.0145212335185157,0.011935284549296524,0.014002629436983636,0.01680330712994578,0.020050552597119957,0.027058336430031568
1984-06-06,0.0144248883995616,0.01190129313818184,0.013973009863069877,0.01672919322301344,0.020001096766080424,0.026951333680134443
1984-06-07,0.0146125411628562,0.011927958708285658,0.014027370143019621,0.016790222856207532,0.02005671259169089,0.027005290443995175
1984-06-08,0.0146682090565884,0.011749157451163821,0.01386767395783714,0.016547462500709584,0.0200117079592194,0.02688973471268304
1984-06-11,0.0144769623579636,0.012114230572285821,0.014348292419355948,0.01715531199275079,0.020735554085463723,0.027924215063973336
