Date,actual,mean,q05,q25,q50,q75,q95
1984-03-28,0.0146204601260864,0.015570830629062664,-0.015809239778843312,0.0027030985076388347,0.015570830629062664,0.028438562750486493,0.046950901036968626
1984-03-29,0.0075032447946055,0.015570830629062664,-0.015805327752604313,0.0027047026756678097,0.015570830629062664,0.028436958582457518,0.046946989010729634
1984-03-30,0.0271960988270225,0.015570830629062664,-0.015750535477821917,0.0027271708315724473,0.015570830629062664,0.02841449042655288,0.04689219673594723
1984-04-02,0.0094802284435072,0.015570830629062664,-0.01574177781695918,0.002730762003693068,0.015570830629062664,0.02841089925443226,0.0468834390750845
1984-04-03,0.0300223227137189,0.015570830629062664,-0.015740449988535368,0.0027313064938818635,0.015570830629062664,0.028410354764243466,0.04688211124666068
1984-04-04,0.0155933869060197,0.015570830629062664,-0.015734435066079917,0.0027337729769037894,0.015570830629062664,0.02840788828122154,0.04687609632420523
1984-04-05,0.0097343874397848,0.015570830629062664,-0.01565219472302317,0.002767496505572533,0.015570830629062664,0.028374164752552795,0.046793855981148484
1984-04-06,0.0052063904586652,0.015570830629062664,-0.01550890091236765,0.0028262556589525294,0.015570830629062664,0.028315405599172797,0.04665056217049296
1984-04-09,0.0098510216602664,0.015570830629062664,-0.015508846867217305,0.0028262778207421013,0.015570830629062664,0.028315383437383226,0.04665050812534262
1984-04-10,0.0117966553782754,0.015570830629062664,-0.01546240288829517,0.00284532266900581,0.015570830629062664,0.028296338589119518,0.04660406414642049
1984-04-11,0.0144024207646839,0.015570830629062664,-0.01546451432627418,0.0028444568513721416,0.015570830629062664,0.028297204406753186,0.0466061755843995
1984-04-12,0.0131648632137082,0.015570830629062664,-0.01545452616240995,0.002848552604355457,0.015570830629062664,0.02829310865376987,0.046596187420535264
1984-04-13,0.0073574300584418,0.015570830629062664,-0.01545437620015851,0.00284861409797401,0.015570830629062664,0.028293047160151318,0.04659603745828383
1984-04-16,0.0043062910929061,0.015570830629062664,-0.015448593355570122,0.0028509854149945234,0.015570830629062664,0.028290675843130803,0.04659025461369544
1984-04-17,0.0120407598219486,0.015570830629062664,-0.015449386727733133,0.0028506600842883294,0.015570830629062664,0.028291001173836997,0.04659104798585845
1984-04-18,0.0186100874239851,0.015570830629062664,-0.015454017657667556,0.002848761122141507,0.015570830629062664,0.02829290013598382,0.046595678915792874
1984-04-19,0.023888805949908,0.015570830629062664,-0.015453846485699245,0.0028488313130303825,0.015570830629062664,0.028292829945094945,0.046595507743824566
1984-04-24,0.0108560576765484,0.015570830629062664,-0.01543440406473491,0.0028568038848413753,0.015570830629062664,0.028284857373283952,0.046576065322860224
1984-04-25,0.0084919447050814,0.015570830629062664,-0.015382144320339845,0.0028782335496849686,0.015570830629062664,0.02826342770844036,0.04652380557846516
1984-04-26,0.0083346573249557,0.015570830629062664,-0.015352951029133033,0.0028902045697020984,0.015570830629062664,0.02825145668842323,0.04649461228725835
1984-04-27,0.0108915090033677,0.015570830629062664,-0.015355338232695585,0.0028892256714535304,0.015570830629062664,0.028252435586671797,0.0464969994908209
1984-04-30,0.0077757082784423,0.015570830629062664,-0.015354078093685674,0.00288974240487715,0.015570830629062664,0.028251918853248178,0.04649573935181099
1984-05-01,0.0283908875591327,0.01659427488870042,-0.014332147621624727,0.0039125659197946465,0.01659427488870042,0.029275983857606196,0.047520697399025556
1984-05-02,0.011534655554607,0.01659427488870042,-0.014335186533709306,0.003911319781524827,0.01659427488870042,0.029277229995876015,0.047523736311110135
1984-05-03,0.0069869237615368,0.01659427488870042,-0.014335774501262461,0.00391107867916681,0.01659427488870042,0.02927747109823403,0.047524324278663294
1984-05-04,0.0110231940102846,0.01659427488870042,-0.014336979977408092,0.00391058436083294,0.01659427488870042,0.0292779654165679,0.04752552975480892
1984-05-08,0.0060146603515644,0.01659427488870042,-0.014326935246362266,0.003914703309791602,0.01659427488870042,0.029273846467609242,0.0475154850237631
1984-05-09,0.0167345613751503,0.01659427488870042,-0.014328360743767692,0.003914118769396558,0.01659427488870042,0.029274431008004285,0.04751691052116852
1984-05-10,0.0216677154295413,0.01659427488870042,-0.014331824587673583,0.00391269838330717,0.01659427488870042,0.029275851394093673,0.04752037436507441
1984-05-11,0.024741924935161,0.01659427488870042,-0.014305523710258707,0.003923483338239832,0.01659427488870042,0.029265066439161012,0.047494073487659536
1984-05-14,0.0145812095318641,0.01659427488870042,-0.01430456441274124,0.0039238767084050045,0.01659427488870042,0.02926467306899584,0.04749311419014207
1984-05-15,0.0127409808998481,0.01659427488870042,-0.014303414999038536,0.003924348037736992,0.01659427488870042,0.02926420173966385,0.04749196477643937
1984-05-16,0.01037677205956,0.01659427488870042,-0.01430378696419627,0.003924195509462007,0.01659427488870042,0.029264354267938837,0.0474923367415971
1984-05-17,0.0081958633960409,0.01659427488870042,-0.014304546655346102,0.003923883990014029,0.01659427488870042,0.029264665787386814,0.047493096432746934
1984-05-18,0.0292765027337532,0.01659427488870042,-0.014306307398462705,0.003923161978544181,0.01659427488870042,0.02926538779885666,0.047494857175863534
1984-05-21,0.009107724936541,0.01659427488870042,-0.014308539970376542,0.0039222464886502564,0.01659427488870042,0.029266303288750586,0.047497089747777374
1984-05-22,0.0141012862925809,0.01659427488870042,-0.01430972109398445,0.003921762156333877,0.01659427488870042,0.029266787621066964,0.04749827087138528
1984-05-23,0.0132282367558586,0.01659427488870042,-0.014311336407387305,0.003921099779867224,0.01659427488870042,0.02926744999753362,0.047499886184788134
1984-05-24,0.0069856823782846,0.01659427488870042,-0.014288203420287828,0.003930585707632684,0.01659427488870042,0.02925796406976816,0.047476753197688654
1984-05-25,0.0137877603354646,0.01659427488870042,-0.014282409554538782,0.003932961543997519,0.01659427488870042,0.029255588233403323,0.047470959331939615
1984-05-29,0.0150477377970078,0.01659427488870042,-0.013748181616492314,0.004152027400421813,0.01659427488870042,0.02903652237697903,0.04693673139389314
1984-05-30,0.0100938154876905,0.01659427488870042,-0.01374645583378168,0.004152735076004804,0.01659427488870042,0.02903581470139604,0.04693500561118251
1984-05-31,0.0301809173615881,0.01659427488870042,-0.013742303305305716,0.004154437864537805,0.01659427488870042,0.029034111912863036,0.046930853082706545
1984-06-01,0.0131807272862568,0.01659427488870042,-0.013741742980706722,0.004154667631608022,0.01659427488870042,0.02903388214579282,0.046930292758107554
1984-06-04,0.0179956725419866,0.017085151209456226,-0.013251634695447698,0.0046452290112275006,0.017085151209456226,0.029525073407684954,0.04742193711436014
1984-06-05,0.0136470698669469,0.017085151209456226,-0.01313713717153141,0.004692179940501065,0.017085151209456226,0.02947812247841139,0.04730743959044385
1984-06-06,0.0111728410181634,0.017085151209456226,-0.013101036599591814,0.00470698336455686,0.017085151209456226,0.02946331905435559,0.04727133901850425
1984-06-07,0.0124399904306829,0.017085151209456226,-0.013096672270753968,0.004708773004084279,0.017085151209456226,0.029461529414828172,0.04726697468966641
1984-06-08,0.0231445592537467,0.017085151209456226,-0.013097735122024806,0.004708337170599514,0.017085151209456226,0.02946196524831294,0.04726803754093725
1984-06-11,0.011496424565657,0.017085151209456226,-0.013096224304282384,0.00470895669750755,0.017085151209456226,0.0294613457214049,0.04726652672319483
1984-06-12,0.009278062294496,0.017085151209456226,-0.013095710925368629,0.004709167213999487,0.017085151209456226,0.029461135204912968,0.04726601334428107
1984-06-13,0.0086870241488671,0.017085151209456226,-0.013097153857749438,0.004708575524207075,0.017085151209456226,0.02946172689470538,0.04726745627666187
1984-06-14,0.0083380955168021,0.017085151209456226,-0.013099477547169256,0.004707622670609266,0.017085151209456226,0.02946267974830319,0.0472697799660817
1984-06-15,0.0092252630202433,0.017085151209456226,-0.013102075313804678,0.004706557428729817,0.017085151209456226,0.029463744990182637,0.04727237773271712
1984-06-18,0.029434477030222,0.017085151209456226,-0.013097149795884899,0.004708577189817894,0.017085151209456226,0.029461725229094557,0.04726745221479734
1984-06-19,0.0193534898677251,0.017085151209456226,-0.013099461341270675,0.004707629316010599,0.017085151209456226,0.029462673102901855,0.04726976376018312
1984-06-20,0.0271920172384293,0.017085151209456226,-0.013077888997223178,0.004716475285469115,0.017085151209456226,0.029453827133443338,0.04724819141613562
