Date,actual,mean,q05,q25,q50,q75,q95
1984-03-28,0.017764470980988,0.01756022588216456,-0.013819844525741417,0.00469249376074073,0.01756022588216456,0.030427958003588388,0.04894029629007052
1984-03-29,0.0179590563369747,0.01756022588216456,-0.013815932499502418,0.004694097928769705,0.01756022588216456,0.030426353835559413,0.048936384263831526
1984-03-30,0.0184052848660106,0.01756022588216456,-0.013761140224720022,0.004716566084674342,0.01756022588216456,0.030403885679654775,0.04888159198904912
1984-04-02,0.0140073431923391,0.01756022588216456,-0.013752382563857284,0.004720157256794963,0.01756022588216456,0.030400294507534155,0.0488728343281864
1984-04-03,0.0140815018356909,0.01756022588216456,-0.013751054735433473,0.004720701746983759,0.01756022588216456,0.030399750017345357,0.048871506499762574
1984-04-04,0.0104363683686022,0.01756022588216456,-0.013745039812978022,0.0047231682300056844,0.01756022588216456,0.030397283534323433,0.04886549157730713
1984-04-05,0.0101981751403351,0.01756022588216456,-0.013662799469921275,0.004756891758674428,0.01756022588216456,0.03036356000565469,0.04878325123425038
1984-04-06,0.0108842702951198,0.01756022588216456,-0.013519505659265754,0.0048156509120544245,0.01756022588216456,0.030304800852274695,0.04863995742359486
1984-04-09,0.0113144782150751,0.01756022588216456,-0.01351945161411541,0.004815673073843996,0.01756022588216456,0.03030477869048512,0.04863990337844451
1984-04-10,0.010205532101603,0.01756022588216456,-0.013473007635193275,0.004834717922107705,0.01756022588216456,0.030285733842221413,0.04859345939952238
1984-04-11,0.0102543529903377,0.01756022588216456,-0.013475119073172285,0.004833852104474037,0.01756022588216456,0.03028659965985508,0.04859557083750139
1984-04-12,0.0110958863221979,0.01756022588216456,-0.013465130909308055,0.004837947857457352,0.01756022588216456,0.030282503906871767,0.04858558267363716
1984-04-13,0.0132406748694379,0.01756022588216456,-0.013464980947056615,0.004838009351075905,0.01756022588216456,0.030282442413253213,0.048585432711385726
1984-04-16,0.0139404003930592,0.01756022588216456,-0.013459198102468227,0.0048403806680964185,0.01756022588216456,0.0302800710962327,0.04857964986679733
1984-04-17,0.0147775311154942,0.01756022588216456,-0.013459991474631238,0.0048400553373902245,0.01756022588216456,0.030280396426938895,0.048580443238960345
1984-04-18,0.0140363106160957,0.01756022588216456,-0.013464622404565661,0.004838156375243402,0.01756022588216456,0.030282295389085716,0.048585074168894765
1984-04-19,0.0124925949319722,0.01756022588216456,-0.01346445123259735,0.0048382265661322775,0.01756022588216456,0.03028222519819684,0.04858490299692646
1984-04-24,0.009269975397679,0.01756022588216456,-0.013445008811633016,0.00484619913794327,0.01756022588216456,0.030274252626385847,0.048565460575962116
1984-04-25,0.0127769413741959,0.01756022588216456,-0.01339274906723795,0.004867628802786864,0.01756022588216456,0.030252822961542254,0.04851320083156706
1984-04-26,0.013385483544101,0.01756022588216456,-0.013363555776031138,0.004879599822803993,0.01756022588216456,0.030240851941525124,0.04848400754036024
1984-04-27,0.0131159368314172,0.01756022588216456,-0.01336594297959369,0.0048786209245554255,0.01756022588216456,0.030241830839773692,0.0484863947439228
1984-04-30,0.0131422738328006,0.01756022588216456,-0.013364682840583779,0.004879137657979045,0.01756022588216456,0.030241314106350073,0.04848513460491288
1984-05-01,0.012790064247425,0.018440300652235307,-0.012486121858089842,0.005758591683329532,0.018440300652235307,0.031122009621141082,0.04936672316256044
1984-05-02,0.0104587990106286,0.018440300652235307,-0.01248916077017442,0.005757345545059713,0.018440300652235307,0.0311232557594109,0.049369762074645024
1984-05-03,0.0124854109856154,0.018440300652235307,-0.012489748737727575,0.0057571044427016955,0.018440300652235307,0.03112349686176892,0.049370350042198176
1984-05-04,0.0160364112203403,0.018440300652235307,-0.012490954213873206,0.005756610124367826,0.018440300652235307,0.03112399118010279,0.04937155551834381
1984-05-08,0.0167480143246562,0.018440300652235307,-0.01248090948282738,0.005760729073326488,0.018440300652235307,0.031119872231144124,0.04936151078729799
1984-05-09,0.0180932784343129,0.018440300652235307,-0.012482334980232806,0.005760144532931444,0.018440300652235307,0.03112045677153917,0.04936293628470341
