Date,actual,q05,q25,q50,q75,q95
1984-04-30,0.0148176059238491,0.011685986580639409,0.013413343179306276,0.016476628584434792,0.01924029004609136,0.02526935561733814
1984-05-01,0.0148822151075296,0.011110076679833106,0.012891236229662635,0.01562833517850828,0.018640818721392744,0.024918401591637808
1984-05-02,0.0146469890398649,0.011566551488806464,0.013426076381343525,0.016414604494944966,0.019595110345330177,0.02651935387392133
1984-05-03,0.0146915145132659,0.011492966704192434,0.013425175249218093,0.01630592373848689,0.019266067367407862,0.025868905061375083
1984-05-04,0.0147984704139271,0.011237846363747705,0.013050119311587597,0.015856016112660666,0.0186324046893773,0.025017407444134818
1984-05-08,0.0147078808684849,0.011291672401924668,0.013158580832738465,0.015946746909306003,0.018753236866049607,0.02515550484721681
1984-05-09,0.0148754389597949,0.010991953595727832,0.012718203769006607,0.015425396231494488,0.018003771827314375,0.0241490776770401
1984-05-10,0.0146848078673406,0.010993828255568458,0.012679407053512847,0.015398705767112875,0.01827401086652101,0.024556368240556212
1984-05-11,0.0146381078962904,0.011239562358508148,0.013015820692698157,0.015825806468214954,0.018744812297718638,0.025258828837611394
1984-05-14,0.0143733348151853,0.011610901699233456,0.013546444721330153,0.016483010867877047,0.019387476095826268,0.026193492063333917
1984-05-15,0.014260425891445,0.011649202478423033,0.013637956226146,0.016483781962709936,0.019236863762166444,0.0258535747137944
1984-05-16,0.0142377320252389,0.011700327302241926,0.013714156611179721,0.01658033167360716,0.019239978655371595,0.02586665232080271
1984-05-17,0.0143887541157304,0.011584123645105304,0.013556676678069956,0.01637828762332592,0.0190567363206356,0.025567869930470537
1984-05-18,0.0145029954348221,0.011398483996868184,0.013304036496468727,0.01605152246098487,0.018828831092397868,0.025176772785359378
1984-05-21,0.0142985632816923,0.011843928612650288,0.013887238080095133,0.01679482591017204,0.019920851810809402,0.02687841059223679
1984-05-22,0.0145452861169816,0.011663149278592883,0.013722658992054609,0.01652257559983992,0.01952549455488293,0.026049152389454325
1984-05-23,0.0145545030489309,0.011740467907492736,0.01381546592631856,0.016647397167695036,0.019708892338387525,0.026353620034905805
1984-05-24,0.0147159453342763,0.011704481053571289,0.013756497530981713,0.016584301737903463,0.019558880465238942,0.02616992632834248
1984-05-25,0.0148292760530934,0.01147125698875493,0.013420755023204348,0.016180886962778463,0.018963659690698804,0.02533633841982706
1984-05-29,0.0148311084622444,0.011426842562371729,0.0133454390668806,0.016083092169399998,0.019155363370935926,0.025586846404714817
1984-05-30,0.0148461491505892,0.011564403875749172,0.013528679329828883,0.016297190279338677,0.019364215972814076,0.025912461641676682
1984-05-31,0.0148062763170394,0.01151470102216233,0.01347610971512519,0.016185564884651255,0.019263115553453943,0.025704043205424736
1984-06-01,0.0144891736414553,0.011658236525654545,0.013898336492429266,0.01670896572253251,0.02008169159767133,0.02759894329040605
1984-06-04,0.0145476904343726,0.01166013565264837,0.013932940133477985,0.01662531647884585,0.019795152916709306,0.02706089068861636
1984-06-05,0.0145212335185157,0.011626390789377522,0.013849584174167267,0.016584882088642217,0.019672826051334275,0.026989598759263152
1984-06-06,0.0144248883995616,0.011608299075293562,0.01384513157428862,0.016556079775827005,0.019553182645732785,0.026845463595861464
1984-06-07,0.0146125411628562,0.011640457267049747,0.013906005103290394,0.016619258637374148,0.019600176891812853,0.02687745013732503
1984-06-08,0.0146682090565884,0.011513452184556803,0.013736969177782834,0.016357095622572204,0.01958772466923375,0.026804708932232198
1984-06-11,0.0144769623579636,0.011842275990544437,0.014197681276074564,0.016958144070827078,0.02035883524225093,0.027935035112000912
1984-06-12,0.0145203361325222,0.011652100668181724,0.013957913295524212,0.01661582051913776,0.019884643898692222,0.027175486112555602
1984-06-13,0.0146637416468201,0.011490177389313166,0.013698704212277153,0.016263238262228398,0.01948294566121403,0.026630780714403682
1984-06-14,0.0148995888499674,0.011308633437178068,0.013414644653708983,0.015925943499053383,0.019042460711015445,0.026065369142235437
1984-06-15,0.0150190241872833,0.011210808379467781,0.013266821684929056,0.015737903840703428,0.018852544712852283,0.025809459960611014
1984-06-18,0.0150159664680427,0.011065883929613798,0.013057041157141425,0.015438920171182122,0.01871752432050234,0.025600281961872202
1984-06-19,0.0147385585173577,0.011548083667614431,0.013719592751679319,0.016328849461440868,0.019837575002898802,0.027293299596570113
1984-06-20,0.0147542758652828,0.011675943573991404,0.013954665101025904,0.01658317958347787,0.019887060676416587,0.027297257161545824
1984-06-21,0.0145142863326239,0.01186840590682327,0.014209948138638368,0.01696398497363324,0.02012337585760122,0.027763117369163745
1984-06-22,0.014241012589857,0.012266806246341522,0.01480269225659234,0.01773861332401878,0.02082323378497313,0.02874601247236725
1984-06-25,0.0143110496238769,0.012011008845363718,0.014469435764531902,0.017296364015029177,0.020032394280654793,0.027459570671647435
1984-06-26,0.0142144459240836,0.012086965833253463,0.014564442665656537,0.017397308308484037,0.020492189793092724,0.028160982253790254
